User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1005895,Aarav Das,5972,M,36-45,43,Married,Maharashtra,South,Student,Clothing,4,38674,Delivered,474
1000794,Mohit Mehta,8177,M,18-25,23,Married,Delhi,West,Govt,Grocery,7,40111,Delivered,921
1000237,Karan Bansal,8427,M,46-55,53,Unmarried,Gujarat,Central,Education,Sports,7,29170,Delivered,600
1006022,Aarav Iyer,6840,M,36-45,42,Unmarried,Delhi,East,Education,Home,7,12108,Delivered,528
1000757,Suman Gupta,4154,F,36-45,40,Married,Delhi,North,IT,Grocery,1,3867,Cancelled,177
1006047,Amit Reddy,9220,M,36-45,42,Married,Kerala,South,Education,Electronics,9,4324,Pending,492
1001561,Rahul Sharma,1130,M,18-25,24,Married,Himachal Pradesh,East,Govt,Sports,2,8507,Pending,941
1001221,Raj Gupta,9209,M,26-35,28,Married,Karnataka,East,Healthcare,Grocery,3,43763,Pending,977
1006699,Riya Reddy,4106,F,26-35,31,Married,Uttar Pradesh,South,Student,Home,6,7488,Cancelled,709
1005337,Priya Patel,7223,F,36-45,37,Unmarried,Delhi,Central,Business,Sports,5,27201,Cancelled,745
1005694,Amit Khanna,9078,M,26-35,32,Married,Karnataka,East,Business,Electronics,2,8568,Returned,628
1002543,Rohan Gupta,7331,M,36-45,39,Unmarried,Delhi,South,Student,Electronics,2,3867,Pending,375
1000282,Amit Verma,1999,M,18-25,25,Unmarried,Madhya Pradesh,West,Education,Sports,8,4564,Delivered,924
1002554,Priya Chopra,6996,F,46-55,50,Unmarried,Delhi,North,Education,Home,3,4175,Delivered,911
1002723,Aarav Chopra,4397,M,36-45,39,Unmarried,Delhi,Central,Govt,Sports,3,19449,Delivered,879
1003859,Aditya Kapoor,2076,M,46-55,52,Unmarried,Maharashtra,North,Business,Electronics,9,45076,Returned,973
1006257,Rahul Sharma,9623,M,46-55,48,Unmarried,Delhi,East,Student,Sports,3,41501,Cancelled,578
1000632,Pooja Joshi,2669,F,46-55,55,Married,Delhi,South,Healthcare,Clothing,7,13682,Delivered,501
1004366,Pooja Verma,9157,F,46-55,55,Unmarried,Karnataka,North,Healthcare,Home,7,42768,Returned,828
1001473,Rahul Mehta,5399,M,26-35,32,Married,Delhi,Central,Education,Electronics,1,27224,Returned,963
1006178,Vivaan Chopra,6995,M,36-45,42,Married,Delhi,Central,Healthcare,Sports,3,23094,Pending,841
1006682,Deepak Joshi,4745,M,36-45,41,Unmarried,Uttar Pradesh,North,Student,Grocery,2,21363,Pending,724
1007024,Suman Singh,2478,F,46-55,49,Married,Uttar Pradesh,West,Healthcare,Grocery,6,43493,Delivered,480
1006258,Amit Mehta,8804,M,46-55,47,Unmarried,Andhra Pradesh,Central,IT,Electronics,3,34029,Pending,692
1003765,Raj Malhotra,2730,M,46-55,52,Married,Uttar Pradesh,South,Govt,Sports,9,48456,Returned,396
1005327,Aarav Joshi,7584,M,36-45,37,Unmarried,Delhi,Central,IT,Grocery,6,6097,Pending,210
1006138,Pooja Kumar,6627,F,46-55,47,Unmarried,Jharkhand,North,IT,Sports,3,49907,Pending,121
1001828,Kavya Agarwal,2350,F,36-45,37,Married,Delhi,South,Healthcare,Home,1,8100,Pending,676
1005024,Vikas Sharma,1122,M,55+,59,Married,Delhi,West,Student,Home,6,12188,Pending,786
1001376,Riya Das,3175,F,26-35,32,Unmarried,Uttar Pradesh,East,IT,Home,4,37670,Delivered,242
1002591,Vikas Nair,2351,M,26-35,35,Unmarried,Karnataka,West,IT,Grocery,3,33761,Pending,464
1005517,Rahul Nair,5889,M,46-55,47,Married,Karnataka,West,Business,Sports,5,46533,Delivered,268
1006130,Suman Patel,4265,F,26-35,27,Unmarried,Delhi,West,Healthcare,Electronics,4,22902,Cancelled,813
1001162,Aarav Khanna,6688,M,55+,56,Unmarried,Karnataka,East,Govt,Grocery,3,7816,Delivered,312
1001532,Raj Agarwal,3357,M,18-25,23,Unmarried,Karnataka,North,Education,Electronics,8,16822,Cancelled,313
1006369,Riya Patel,3524,F,18-25,24,Unmarried,Delhi,North,Healthcare,Electronics,6,34470,Pending,934
1000315,Amit Reddy,5874,M,26-35,33,Unmarried,Uttar Pradesh,East,Govt,Electronics,7,37426,Cancelled,967
1003214,Kavya Yadav,3080,F,18-25,25,Unmarried,Delhi,East,Student,Grocery,8,42393,Returned,104
1003272,Rahul Yadav,6926,M,46-55,52,Married,Delhi,Central,Business,Home,9,44182,Delivered,198
1001906,Amit Verma,3930,M,55+,60,Married,Uttar Pradesh,Central,Education,Home,4,31837,Pending,808
1001420,Rahul Chopra,3273,M,26-35,33,Unmarried,Delhi,West,Student,Electronics,9,35980,Pending,254
1005407,Mohit Singh,5586,M,36-45,44,Married,Delhi,East,Education,Home,8,23529,Pending,602
1004006,Rahul Verma,1889,M,26-35,35,Unmarried,Karnataka,West,Business,Clothing,1,39425,Cancelled,995
1001771,Rahul Agarwal,1527,M,26-35,34,Married,Delhi,North,Student,Grocery,1,15015,Returned,763
1002921,Suman Joshi,8769,F,36-45,39,Unmarried,Delhi,West,Govt,Grocery,3,26027,Delivered,809
1001988,Anita Bansal,1901,F,26-35,34,Married,Delhi,East,Student,Grocery,7,21069,Pending,803
1001296,Pooja Mehta,3664,F,46-55,50,Unmarried,Karnataka,North,Healthcare,Sports,2,14615,Cancelled,420
1002320,Aarav Bansal,6982,M,26-35,29,Unmarried,Jharkhand,Central,Healthcare,Grocery,1,16171,Pending,307
1004637,Deepak Iyer,7095,M,46-55,53,Married,Bihar,East,Healthcare,Clothing,2,28745,Returned,181
1005630,Rahul Kumar,4439,M,46-55,49,Unmarried,Karnataka,East,Education,Electronics,1,27401,Pending,150
1001094,Riya Bansal,6783,F,46-55,54,Unmarried,Uttar Pradesh,South,Education,Electronics,7,1644,Delivered,142
1001413,Priya Gupta,5030,F,46-55,46,Married,Delhi,North,Business,Electronics,1,10807,Pending,133
1005363,Aarav Agarwal,6639,M,36-45,36,Unmarried,Karnataka,South,Student,Grocery,5,18676,Cancelled,317
1006404,Neha Iyer,5761,F,36-45,37,Unmarried,Madhya Pradesh,West,Education,Home,7,43497,Pending,771
1004167,Suman Khanna,4111,F,36-45,43,Married,Delhi,South,Business,Clothing,4,35330,Cancelled,620
1002768,Amit Mishra,5062,M,55+,59,Unmarried,Maharashtra,West,Healthcare,Electronics,3,28790,Delivered,922
1000255,Kavya Agarwal,9402,F,46-55,49,Unmarried,Delhi,Central,Govt,Clothing,3,36076,Delivered,741
1002330,Rohan Gupta,2552,M,55+,60,Unmarried,Delhi,West,Student,Electronics,4,17864,Pending,171
1005493,Mohit Reddy,1417,M,26-35,28,Married,Uttar Pradesh,South,IT,Home,9,29701,Pending,838
1001980,Karan Mishra,8340,M,26-35,27,Married,Karnataka,North,Govt,Grocery,4,31060,Returned,194
1005409,Pooja Gupta,7935,F,26-35,31,Unmarried,Karnataka,Central,Student,Clothing,9,6265,Delivered,296
1003536,Deepak Agarwal,4612,M,55+,60,Married,Delhi,East,Education,Electronics,2,23560,Pending,559
1003092,Nitin Bansal,4393,M,18-25,25,Married,Karnataka,North,Healthcare,Sports,9,35016,Returned,292
1005885,Kavya Sharma,1796,F,26-35,32,Married,Delhi,West,Healthcare,Home,9,28316,Returned,369
1004996,Kavya Mishra,1787,F,46-55,55,Married,Gujarat,East,Healthcare,Electronics,2,47233,Pending,376
1001334,Kavya Yadav,6826,F,46-55,54,Married,Rajasthan,West,Education,Grocery,6,11660,Returned,852
1005543,Priya Kapoor,3448,F,46-55,47,Unmarried,Bihar,South,Govt,Electronics,6,33672,Cancelled,279
1000429,Vikas Joshi,3642,M,36-45,43,Married,Karnataka,East,Business,Grocery,5,14905,Returned,559
1000367,Amit Malhotra,7990,M,36-45,39,Married,Delhi,North,Education,Home,3,40562,Returned,271
1004425,Aditya Malhotra,8983,M,18-25,22,Unmarried,Karnataka,East,Healthcare,Clothing,2,23382,Pending,628
1000879,Aarav Iyer,2307,M,46-55,46,Unmarried,Karnataka,North,Student,Sports,9,38904,Cancelled,203
1002868,Rohan Kapoor,5346,M,36-45,42,Unmarried,Madhya Pradesh,West,Healthcare,Home,1,16173,Delivered,585
1003839,Aarav Verma,1477,M,18-25,22,Unmarried,Delhi,Central,Healthcare,Electronics,7,1458,Cancelled,723
1005719,Rahul Gupta,8210,M,55+,59,Married,Delhi,Central,IT,Grocery,5,38251,Returned,508
1004019,Rahul Chopra,7237,M,36-45,38,Married,Karnataka,West,Business,Grocery,5,23472,Cancelled,138
1006013,Deepak Iyer,2971,M,26-35,26,Unmarried,Uttar Pradesh,Central,IT,Electronics,7,10690,Cancelled,122
1004644,Aarav Yadav,3817,M,36-45,37,Married,Karnataka,South,Business,Home,5,7808,Delivered,930
1003947,Aditya Agarwal,4289,M,26-35,35,Married,Uttar Pradesh,Central,Govt,Home,1,7576,Delivered,884
1004504,Aditya Chopra,5933,M,46-55,51,Married,Uttar Pradesh,North,Education,Clothing,9,6350,Pending,777
1002464,Nitin Malhotra,7091,M,36-45,36,Unmarried,Haryana,East,Govt,Clothing,3,41614,Delivered,430
1004820,Suresh Kumar,4940,M,46-55,50,Married,Karnataka,North,Healthcare,Clothing,7,17651,Returned,148
1003134,Vikas Mehta,9871,M,46-55,49,Unmarried,Madhya Pradesh,Central,Student,Home,5,24314,Cancelled,286
1001702,Rahul Kumar,3238,M,26-35,26,Unmarried,Delhi,West,Govt,Sports,3,7607,Delivered,454
1000218,Aarav Chopra,7475,M,46-55,53,Unmarried,Karnataka,South,Education,Sports,3,25191,Delivered,585
1006610,Neha Verma,4839,F,36-45,44,Unmarried,Uttar Pradesh,North,IT,Grocery,4,23885,Pending,513
1003374,Mohit Nair,1961,M,26-35,31,Married,Karnataka,North,Govt,Clothing,6,38699,Returned,830
1006676,Suresh Das,8155,M,46-55,46,Married,Madhya Pradesh,West,IT,Sports,4,39232,Returned,599
1005217,Raj Agarwal,5096,M,46-55,47,Married,Uttar Pradesh,South,IT,Electronics,3,39852,Delivered,207
1004041,Amit Mehta,2847,M,46-55,47,Married,Karnataka,East,Healthcare,Sports,1,22098,Returned,408
1003224,Raj Khanna,3082,M,46-55,53,Unmarried,Maharashtra,West,IT,Electronics,2,48879,Cancelled,516
1002625,Kavya Joshi,9122,F,36-45,39,Unmarried,Karnataka,West,Govt,Home,2,44957,Delivered,962
1002069,Vikas Patel,3171,M,46-55,47,Unmarried,Kerala,North,Education,Sports,5,16793,Delivered,626
1001447,Vivaan Verma,4989,M,55+,57,Unmarried,Karnataka,South,Healthcare,Clothing,4,41750,Cancelled,879
1001049,Aarav Patel,5036,M,55+,59,Married,Maharashtra,Central,Student,Sports,9,28142,Returned,889
1005638,Amit Reddy,3871,M,26-35,33,Unmarried,Karnataka,West,Healthcare,Grocery,5,7528,Delivered,516
1002506,Kavya Iyer,5640,F,18-25,22,Married,Delhi,Central,IT,Grocery,2,24279,Delivered,518
1002166,Nitin Sharma,1138,M,46-55,54,Married,Delhi,South,Business,Grocery,6,48318,Pending,646
1000248,Rahul Malhotra,9732,M,46-55,52,Unmarried,Maharashtra,Central,Business,Grocery,8,1165,Returned,308
1001575,Aarav Bansal,9498,M,46-55,49,Unmarried,Karnataka,East,Govt,Sports,8,13234,Pending,983
1003024,Deepak Agarwal,7953,M,55+,57,Married,Karnataka,North,Business,Sports,1,18182,Delivered,339
1004378,Karan Nair,6245,M,36-45,41,Unmarried,Karnataka,South,Govt,Electronics,3,44736,Delivered,376
1006580,Suman Sharma,7970,F,46-55,53,Unmarried,Delhi,North,Business,Sports,5,40426,Cancelled,952
1005087,Kavya Malhotra,2141,F,26-35,28,Unmarried,Delhi,Central,Govt,Sports,1,5417,Cancelled,982
1007015,Aditya Kumar,6706,M,18-25,23,Unmarried,Delhi,East,IT,Electronics,1,39679,Cancelled,278
1001330,Karan Malhotra,1962,M,36-45,37,Unmarried,Karnataka,West,Healthcare,Clothing,3,33919,Delivered,614
1001384,Aarav Bansal,9713,M,55+,57,Unmarried,Delhi,South,Student,Grocery,7,30588,Returned,198
1001896,Vivaan Gupta,9644,M,55+,56,Unmarried,Delhi,Central,Business,Clothing,7,17797,Cancelled,228
1006576,Amit Sharma,9761,M,36-45,40,Married,Maharashtra,North,Govt,Home,4,25883,Pending,447
1001791,Kavya Khanna,6755,F,18-25,22,Married,Uttar Pradesh,South,Govt,Grocery,5,30855,Delivered,761
1000954,Rahul Reddy,2517,M,36-45,38,Married,Uttar Pradesh,North,IT,Home,6,17115,Delivered,648
1002048,Karan Chopra,1038,M,46-55,47,Unmarried,Karnataka,North,Business,Clothing,5,36224,Returned,665
1001959,Anita Agarwal,1663,F,26-35,27,Married,Uttar Pradesh,South,Govt,Electronics,2,34753,Returned,918
1002293,Suresh Malhotra,6396,M,26-35,35,Unmarried,Delhi,North,Healthcare,Sports,2,22512,Delivered,403
1005485,Anita Chopra,3404,F,26-35,26,Married,Uttarakhand,South,IT,Clothing,6,2309,Returned,893
1001329,Riya Yadav,8103,F,46-55,54,Unmarried,Himachal Pradesh,South,IT,Clothing,3,45203,Delivered,869
1006773,Deepak Chopra,2005,M,26-35,29,Married,Delhi,Central,IT,Electronics,4,45348,Delivered,942
1001771,Suman Gupta,4329,F,26-35,28,Unmarried,Karnataka,South,Govt,Grocery,3,37710,Cancelled,288
1002192,Raj Khanna,1582,M,46-55,50,Unmarried,Karnataka,East,Business,Sports,5,45935,Cancelled,382
1003891,Rohan Kumar,9955,M,36-45,41,Unmarried,Delhi,South,Education,Clothing,8,15074,Cancelled,229
1006388,Deepak Sharma,6350,M,36-45,45,Married,Uttarakhand,North,IT,Clothing,6,44228,Returned,236
1000216,Nitin Patel,3964,M,36-45,45,Unmarried,Haryana,East,Education,Electronics,7,9211,Pending,323
1001800,Nitin Bansal,3168,M,36-45,40,Married,Karnataka,East,Education,Clothing,5,42295,Pending,487
1005869,Vivaan Malhotra,9296,M,55+,57,Married,Maharashtra,West,Business,Electronics,5,16033,Cancelled,372
1003275,Vikas Verma,3579,M,36-45,40,Unmarried,Uttar Pradesh,South,Govt,Grocery,3,46784,Cancelled,841
1002061,Suman Mehta,1702,F,46-55,51,Unmarried,Maharashtra,South,Govt,Grocery,1,2582,Pending,117
1004764,Vivaan Nair,9661,M,46-55,47,Married,Karnataka,North,Student,Electronics,9,17205,Cancelled,292
1004786,Aarav Kapoor,8708,M,18-25,22,Married,Karnataka,East,Education,Electronics,5,25878,Delivered,104
1000261,Nitin Sharma,4689,M,26-35,32,Married,Delhi,South,Healthcare,Electronics,3,43399,Pending,103
1003705,Anita Iyer,9568,F,46-55,46,Married,Karnataka,West,Healthcare,Sports,4,15943,Cancelled,862
1000725,Deepak Reddy,2530,M,55+,59,Married,Kerala,North,Student,Sports,5,5450,Returned,388
1002726,Deepak Agarwal,9193,M,55+,60,Married,Kerala,West,Education,Home,5,9789,Returned,564
1006602,Anita Agarwal,5441,F,46-55,54,Married,Kerala,West,Education,Electronics,3,22139,Pending,515
1005625,Amit Patel,7401,M,26-35,32,Married,Madhya Pradesh,Central,Student,Home,6,47628,Delivered,114
1005014,Deepak Kumar,7045,M,46-55,52,Married,Delhi,South,Student,Home,6,9243,Cancelled,453
1002237,Anita Singh,9001,F,46-55,50,Married,Uttar Pradesh,East,Govt,Sports,3,45653,Cancelled,960
1001010,Vikas Verma,3696,M,26-35,28,Married,Delhi,South,Govt,Sports,9,6029,Cancelled,132
1000654,Vikas Yadav,2337,M,55+,58,Unmarried,Madhya Pradesh,West,Education,Electronics,9,32528,Pending,236
1001334,Rahul Verma,3747,M,26-35,31,Married,Karnataka,West,Student,Sports,9,508,Delivered,779
1003762,Deepak Bansal,1885,M,36-45,44,Married,Maharashtra,Central,Business,Clothing,6,5974,Delivered,764
1001770,Rohan Chopra,8116,M,36-45,45,Married,Karnataka,North,Healthcare,Electronics,2,33441,Cancelled,376
1002719,Aarav Agarwal,9487,M,46-55,52,Unmarried,Delhi,Central,Healthcare,Clothing,6,41526,Delivered,224
1006534,Vikas Verma,6227,M,26-35,30,Unmarried,Karnataka,Central,Healthcare,Sports,3,37147,Delivered,535
1005924,Anita Kapoor,1541,F,36-45,44,Unmarried,Kerala,North,Govt,Electronics,8,20982,Returned,218
1000523,Anita Iyer,4711,F,26-35,34,Unmarried,Maharashtra,South,IT,Home,6,9138,Cancelled,134
1004579,Vivaan Malhotra,7283,M,26-35,30,Unmarried,Delhi,East,IT,Electronics,5,22515,Cancelled,427
1006678,Kavya Das,3248,F,26-35,32,Married,Delhi,Central,Govt,Clothing,4,43461,Cancelled,184
1000657,Neha Bansal,9655,F,46-55,54,Married,Uttar Pradesh,Central,Govt,Home,5,29427,Pending,521
1004017,Karan Nair,4073,M,36-45,41,Married,Delhi,Central,IT,Grocery,9,14365,Delivered,365
1005365,Kavya Kumar,3175,F,46-55,46,Unmarried,Gujarat,South,Govt,Home,8,9125,Delivered,449
1005568,Karan Khanna,1215,M,36-45,36,Married,Delhi,South,Student,Clothing,2,3172,Pending,586
1006959,Suman Agarwal,3265,F,18-25,20,Unmarried,Bihar,North,Healthcare,Grocery,7,30410,Delivered,473
1000992,Rahul Mehta,9151,M,36-45,43,Married,Delhi,West,IT,Electronics,3,22500,Pending,853
1000433,Aditya Das,6779,M,36-45,42,Married,Karnataka,West,Student,Clothing,1,14701,Pending,703
1003876,Suresh Sharma,4933,M,46-55,53,Married,Uttar Pradesh,East,Business,Grocery,1,29178,Delivered,469
1006766,Anita Yadav,1315,F,46-55,55,Unmarried,Kerala,Central,IT,Electronics,4,25572,Returned,685
1000548,Rahul Mehta,7014,M,26-35,30,Unmarried,Madhya Pradesh,East,Education,Electronics,1,35522,Cancelled,256
1002851,Suman Bansal,2050,F,26-35,34,Married,Delhi,East,Govt,Sports,8,38277,Pending,968
1005335,Rahul Bansal,2444,M,26-35,27,Unmarried,Delhi,Central,Education,Sports,9,12911,Cancelled,425
1003723,Kavya Mishra,8439,F,46-55,46,Married,Haryana,West,Student,Sports,3,5972,Returned,482
1007037,Anita Yadav,6288,F,26-35,33,Unmarried,Karnataka,North,Healthcare,Home,2,38754,Pending,667
1002277,Anita Das,9914,F,18-25,23,Unmarried,Madhya Pradesh,Central,Education,Clothing,8,6502,Returned,424
1003250,Karan Mehta,6785,M,55+,60,Unmarried,Gujarat,North,Business,Home,8,18789,Delivered,669
1002264,Riya Iyer,8398,F,46-55,55,Unmarried,Karnataka,North,Business,Sports,4,29723,Returned,893
1002031,Kavya Das,1917,F,26-35,27,Unmarried,Delhi,East,IT,Sports,7,28627,Returned,477
1004162,Aarav Das,1709,M,26-35,30,Unmarried,Andhra Pradesh,Central,Govt,Grocery,8,28761,Pending,910
1001078,Anita Bansal,6047,F,18-25,25,Married,Uttar Pradesh,North,Govt,Grocery,7,33318,Returned,911
1001940,Deepak Mehta,2417,M,26-35,27,Married,Delhi,Central,Govt,Sports,7,2535,Cancelled,947
1000939,Raj Nair,6832,M,36-45,42,Married,Karnataka,East,Business,Clothing,4,36557,Cancelled,255
1006806,Aarav Malhotra,7841,M,26-35,33,Married,Delhi,North,Govt,Electronics,6,9647,Returned,399
